file_id,agreement
3020.0,0.5008319467554077
3070.0,0.6256239600665557
3120.0,0.6467817896389325
3170.0,0.7940691927512356
3220.0,0.830220713073005
3270.0,0.8
3320.0,0.469820554649266
3370.0,0.8313659359190556
3420.0,0.6601941747572816
3470.0,0.8012718600953895
3520.0,0.6467817896389325
3570.0,0.5377503852080123
3620.0,0.6845425867507886
3670.0,0.6987951807228916
3720.0,0.6737357259380098
3770.0,0.5253164556962026
3820.0,0.7217806041335453
3870.0,0.8344370860927153
3920.0,0.64
3970.0,0.7899159663865546
