file_id,agreement
1220.0,0.6491228070175439
1270.0,0.6869409660107335
1320.0,0.7058823529411764
1370.0,0.72875226039783
1420.0,0.460708782742681
1470.0,0.5253164556962026
1520.0,0.5378151260504203
1570.0,0.6688741721854304
1620.0,0.5348837209302325
1670.0,0.6815286624203822
1720.0,0.7580645161290323
1770.0,0.576271186440678
1820.0,1.0
1870.0,0.7920133111480865
1920.0,0.7345132743362832
1970.0,0.6774193548387097
2020.0,0.7580645161290323
2070.0,0.7940691927512356
2120.0,0.7491638795986622
2170.0,0.72
